Scientific.Name,sub-order,Family,DescriptionYear,MaxSVL_mm,MaxAvgBroodSize,Diet,ReproductMode,substrate,TreeImputed,Missing_MaxSVL,Missing_MaxAvgBroodSize,Missing_Diet,Missing_ReproductMode,Missing_substrate
Porthidium hespere,Serpentes,Viperidae,1976,,,*Carnivorous,Viviparous,Terrestrial,0,1,1,0,0,0
Porthidium lansbergii,Serpentes,Viperidae,1841,,10.5,Carnivorous,Viviparous,Terrestrial,0,1,0,0,0,0
Porthidium nasutum,Serpentes,Viperidae,1868,,20,Carnivorous,Viviparous,Terrestrial,0,1,0,0,0,0
Porthidium ophryomegas,Serpentes,Viperidae,1868,,19,Carnivorous,Viviparous,Terrestrial,0,1,0,0,0,0
Porthidium porrasi,Serpentes,Viperidae,2003,,7.5,*Carnivorous,Viviparous,Terrestrial,0,1,0,0,0,0
Porthidium volcanicum,Serpentes,Viperidae,1995,,,*Carnivorous,Viviparous,Terrestrial,1,1,1,0,0,0
Porthidium yucatanicum,Serpentes,Viperidae,1941,,7,Carnivorous,Viviparous,Terrestrial,0,1,0,0,0,0
Proatheris superciliaris,Serpentes,Viperidae,1855,600,,Carnivorous,Viviparous,Terrestrial,0,0,1,0,0,0
Prosymna ambigua,Serpentes,Prosymnidae,1873,320,,Carnivorous,Oviparous,Fossorial,1,0,1,0,0,0
Prosymna angolensis,Serpentes,Prosymnidae,1915,305,,Carnivorous,Oviparous,Fossorial&Terrestrial,1,0,1,0,0,0
Prosymna bivittata,Serpentes,Prosymnidae,1903,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Prosymna frontalis,Serpentes,Prosymnidae,1867,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Prosymna greigerti,Serpentes,Prosymnidae,1906,,,Carnivorous,Oviparous,Fossorial,0,1,1,0,0,0
Prosymna janii,Serpentes,Prosymnidae,1862,,,Carnivorous,Oviparous,Fossorial,0,1,1,0,0,0
Prosymna lineata,Serpentes,Prosymnidae,1871,,,Carnivorous,Oviparous,Fossorial&Terrestrial,1,1,1,0,0,0
Prosymna meleagris,Serpentes,Prosymnidae,1843,,,Carnivorous,Oviparous,Fossorial,0,1,1,0,0,0
Prosymna ornatissima,Serpentes,Prosymnidae,1928,,,*Carnivorous,Oviparous,Fossorial,1,1,1,0,0,0
Prosymna pitmani,Serpentes,Prosymnidae,1951,285,,Carnivorous,Oviparous,Fossorial&Terrestrial,1,0,1,0,0,0
Prosymna ruspolii,Serpentes,Prosymnidae,1896,,,Carnivorous,Oviparous,Fossorial,0,1,1,0,0,0
Prosymna semifasciata,Serpentes,Prosymnidae,1995,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Prosymna somalica,Serpentes,Prosymnidae,1930,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Prosymna stuhlmanni,Serpentes,Prosymnidae,1893,263,,Carnivorous,Oviparous,Fossorial&Terrestrial,1,0,1,0,0,0
Prosymna sundevalli,Serpentes,Prosymnidae,1849,256,,Carnivorous,Oviparous,Fossorial&Terrestrial,1,0,1,0,0,0
Prosymna visseri,Serpentes,Prosymnidae,1959,310,,Carnivorous,Oviparous,Fossorial&Saxicolous&Terrestrial,0,0,1,0,0,0
Protobothrops cornutus,Serpentes,Viperidae,1930,1094,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Protobothrops dabieshanensis,Serpentes,Viperidae,2012,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Protobothrops elegans,Serpentes,Viperidae,1849,,9,*Carnivorous,Oviparous,Terrestrial,0,1,0,0,0,0
Protobothrops flavoviridis,Serpentes,Viperidae,1861,,10,*Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,0,0,0,0
Protobothrops himalayanus,Serpentes,Viperidae,2013,,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,1,1,0,0,0
Protobothrops jerdonii,Serpentes,Viperidae,1875,,,Carnivorous,Viviparous,Arboreal&Terrestrial,0,1,1,0,0,0
Protobothrops kaulbacki,Serpentes,Viperidae,1940,,19,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,0,0,0,0
Protobothrops mangshanensis,Serpentes,Viperidae,1990,2233,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Protobothrops maolanensis,Serpentes,Viperidae,2011,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Protobothrops mucrosquamatus,Serpentes,Viperidae,1839,,9,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,0,0,0,0
Protobothrops sieversorum,Serpentes,Viperidae,2000,,14.5,*Carnivorous,Oviparous,Arboreal,0,1,0,0,0,0
Protobothrops tokarensis,Serpentes,Viperidae,1928,1255,,*Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Protobothrops trungkhanhensis,Serpentes,Viperidae,2009,,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,1,1,0,0,0
Protobothrops xiangchengensis,Serpentes,Viperidae,1978,1020,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Psammodynastes pictus,Serpentes,Pseudaspididae,1858,,,*Carnivorous,Viviparous,Terrestrial,1,1,1,0,0,0
Psammodynastes pulverulentus,Serpentes,Pseudaspididae,1827,,,Carnivorous,Viviparous,Arboreal&Terrestrial,0,1,1,0,0,0
Psammophis aegyptius,Serpentes,Psammophiidae,1958,,,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,1,1,0,0,0
Psammophis angolensis,Serpentes,Psammophiidae,1872,352,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Psammophis ansorgii,Serpentes,Psammophiidae,1905,555,,*Carnivorous,Oviparous,,1,0,1,0,0,1
Psammophis biseriatus,Serpentes,Psammophiidae,1881,672,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Psammophis brevirostris,Serpentes,Psammophiidae,1881,,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,1,0,0,0
Psammophis condanarus,Serpentes,Psammophiidae,1820,851,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Psammophis crucifer,Serpentes,Psammophiidae,1803,585,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Psammophis elegans,Serpentes,Psammophiidae,1802,,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,1,0,0,0
Psammophis indochinensis,Serpentes,Psammophiidae,1943,,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,1,1,0,0,0
Psammophis jallae,Serpentes,Psammophiidae,1896,820,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Psammophis leightoni,Serpentes,Psammophiidae,1902,960,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Psammophis leithii,Serpentes,Psammophiidae,1869,,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,1,1,0,0,0
Psammophis leopardinus,Serpentes,Psammophiidae,1887,985,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Psammophis lineatus,Serpentes,Psammophiidae,1854,880,,Carnivorous,Oviparous,Semi-Aquatic,0,0,1,0,0,0
Psammophis lineolatus,Serpentes,Psammophiidae,1838,591,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Psammophis longifrons,Serpentes,Psammophiidae,1890,1364,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,0,1,0,0,0
Psammophis mossambicus,Serpentes,Psammophiidae,1882,1415,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Psammophis notostictus,Serpentes,Psammophiidae,1867,733,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Psammophis orientalis,Serpentes,Psammophiidae,1977,830,,Carnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,1,0,0,0
Psammophis phillipsii,Serpentes,Psammophiidae,1844,1700,10.7,Carnivorous,Oviparous,Arboreal&Terrestrial,,0,0,0,0,0
Psammophis praeornatus,Serpentes,Psammophiidae,1837,,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,1,0,0,0
Psammophis pulcher,Serpentes,Psammophiidae,1895,,,Carnivorous,Oviparous,,1,1,1,0,0,1
Psammophis punctulatus,Serpentes,Psammophiidae,1854,,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,1,0,0,0
Psammophis rukwae,Serpentes,Psammophiidae,1966,1200,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Psammophis schokari,Serpentes,Psammophiidae,1775,940,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Psammophis sibilans,Serpentes,Psammophiidae,1758,1380,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Psammophis subtaeniatus,Serpentes,Psammophiidae,1882,900,7,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Psammophis sudanensis,Serpentes,Psammophiidae,1919,1010,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Psammophis tanganicus,Serpentes,Psammophiidae,1940,615,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Psammophis trigrammus,Serpentes,Psammophiidae,1865,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Psammophis zambiensis,Serpentes,Psammophiidae,2002,767,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Psammophylax multisquamis,Serpentes,Psammophiidae,1932,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Psammophylax rhombeatus,Serpentes,Psammophiidae,1758,685,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Psammophylax tritaeniatus,Serpentes,Psammophiidae,1868,734,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Psammophylax variabilis,Serpentes,Psammophiidae,1893,835,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Pseudagkistrodon rudis,Serpentes,Colubridae (Natricinae),1906,,,Carnivorous,Viviparous,Terrestrial,,1,1,0,0,0
Pseudalsophis biserialis,Serpentes,Colubridae (Dipsadinae),1860,1005,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Pseudalsophis dorsalis,Serpentes,Colubridae (Dipsadinae),1876,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudalsophis elegans,Serpentes,Colubridae (Dipsadinae),1845,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudalsophis hoodensis,Serpentes,Colubridae (Dipsadinae),1912,856,,Carnivorous,Oviparous,Saxicolous&Terrestrial,1,0,1,0,0,0
Pseudalsophis slevini,Serpentes,Colubridae (Dipsadinae),1912,413,,Carnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,1,0,1,0,0,0
Pseudalsophis steindachneri,Serpentes,Colubridae (Dipsadinae),1912,403,,Carnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,1,0,1,0,0,0
Pseudaspis cana,Serpentes,Pseudaspididae,1758,1820,,Carnivorous,Viviparous,Fossorial&Terrestrial,0,0,1,0,0,0
Pseudechis australis,Serpentes,Elapidae,1842,2310,12,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudechis butleri,Serpentes,Elapidae,1982,1350,9.5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudechis colletti,Serpentes,Elapidae,1902,1775,11.7,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudechis guttatus,Serpentes,Elapidae,1905,1630,11.8,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudechis pailsei,Serpentes,Elapidae,1998,,8,Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Pseudechis papuanus,Serpentes,Elapidae,1878,,8.7,Carnivorous,Oviparous,Terrestrial,0,1,0,0,0,0
Pseudechis porphyriacus,Serpentes,Elapidae,1794,1295,12.4,Carnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Pseudechis rossignolii,Serpentes,Elapidae,2000,,9.3,Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Pseudechis weigeli,Serpentes,Elapidae,1987,,,Carnivorous,Oviparous,Saxicolous&Terrestrial,1,1,1,0,0,0
Pseudelaphe flavirufa,Serpentes,Colubridae,1867,,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,1,0,0,0
Pseudoboa coronata,Serpentes,Colubridae (Dipsadinae),1801,1093,5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudoboa haasi,Serpentes,Colubridae (Dipsadinae),1905,1293,5.4,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Pseudoboa martinsi,Serpentes,Colubridae (Dipsadinae),2008,1090,,Carnivorous,Oviparous,Fossorial&Terrestrial,1,0,1,0,0,0
Pseudoboa neuwiedii,Serpentes,Colubridae (Dipsadinae),1854,972,5.6,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudoboa nigra,Serpentes,Colubridae (Dipsadinae),1854,1261,9.5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudoboa serrana,Serpentes,Colubridae (Dipsadinae),1995,1243,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Pseudoboodon abyssinicus,Serpentes,Lamprophiidae,1906,,,*Carnivorous,Oviparous,,,1,1,0,0,1
Pseudoboodon boehmei,Serpentes,Lamprophiidae,1992,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudoboodon gascae,Serpentes,Lamprophiidae,1897,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudoboodon lemniscatus,Serpentes,Lamprophiidae,1854,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudoboodon sandfordorum,Serpentes,Lamprophiidae,2004,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudocerastes fieldi,Serpentes,Viperidae,1930,847,16,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudocerastes persicus,Serpentes,Viperidae,1854,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudocerastes urarachnoides,Serpentes,Viperidae,2006,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudoeryx plicatilis,Serpentes,Colubridae (Dipsadinae),1758,655,,*Carnivorous,Viviparous,Semi-Aquatic,0,0,1,0,0,0
Pseudoeryx relictualis,Serpentes,Colubridae (Dipsadinae),2007,,,*Carnivorous,Viviparous,Aquatic,1,1,1,0,0,0
Pseudoferania polylepis,Serpentes,Homalopsidae,1886,870,13.4,Carnivorous,Viviparous,Aquatic,0,0,0,0,0,0
Pseudoficimia frontalis,Serpentes,Colubridae,1864,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudohaje goldii,Serpentes,Elapidae,1895,,,Carnivorous,Oviparous,Arboreal,1,1,1,0,0,0
Pseudohaje nigra,Serpentes,Elapidae,1858,,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,1,1,0,0,0
Pseudoleptodeira latifasciata,Serpentes,Colubridae (Dipsadinae),1894,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudonaja affinis,Serpentes,Elapidae,1872,1630,14.6,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudonaja aspidorhyncha,Serpentes,Elapidae,1879,1459,,Carnivorous,Oviparous,,1,0,1,0,0,1
Pseudonaja guttata,Serpentes,Elapidae,1926,1053,5.8,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudonaja inframacula,Serpentes,Elapidae,1925,1316,12,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudonaja ingrami,Serpentes,Elapidae,1908,1435,15,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudonaja mengdeni,Serpentes,Elapidae,1985,1355,12,Carnivorous,Oviparous,,1,0,0,0,0,1
Pseudonaja modesta,Serpentes,Elapidae,1872,611,5.7,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudonaja nuchalis,Serpentes,Elapidae,1858,1565,27.2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudonaja textilis,Serpentes,Elapidae,1854,1765,16,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Pseudoplectrurus canaricus,Serpentes,Uropeltidae,1870,,,*Carnivorous,Viviparous,*Fossorial (imputed),,1,1,0,0,0
Pseudorabdion albonuchalis,Serpentes,Colubridae,1896,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudorabdion ater,Serpentes,Colubridae,1922,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Pseudorabdion collaris,Serpentes,Colubridae,1892,,,*Carnivorous,Oviparous,Fossorial,1,1,1,0,0,0
Pseudorabdion eiselti,Serpentes,Colubridae,1961,,,*Carnivorous,Oviparous,Fossorial,1,1,1,0,0,0
Pseudorabdion longiceps,Serpentes,Colubridae,1847,,,*Carnivorous,Oviparous,Fossorial&Terrestrial,1,1,1,0,0,0
Pseudorabdion mcnamarae,Serpentes,Colubridae,1917,,,*Carnivorous,,,1,1,1,0,1,1
Pseudorabdion modiglianii,Serpentes,Colubridae,2010,,,*Carnivorous,,,1,1,1,0,1,1
Pseudorabdion montanum,Serpentes,Colubridae,1959,495,,*Carnivorous,,,1,0,1,0,1,1
Pseudorabdion oxycephalum,Serpentes,Colubridae,1858,,,*Carnivorous,,Fossorial,0,1,1,0,1,0
Pseudorabdion sarasinorum,Serpentes,Colubridae,1895,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Pseudorabdion saravacense,Serpentes,Colubridae,1901,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Pseudorabdion sirambense,Serpentes,Colubridae,2010,,,*Carnivorous,,,1,1,1,0,1,1
Pseudorabdion talonuran,Serpentes,Colubridae,1999,340,,*Carnivorous,,Fossorial,1,0,1,0,1,0
Pseudorabdion taylori,Serpentes,Colubridae,1959,304,,*Carnivorous,Oviparous,Fossorial,1,0,1,0,0,0
Pseudoxenodon bambusicola,Serpentes,Pseudoxenodontidae,1922,,,Carnivorous,Oviparous,Arboreal,0,1,1,0,0,0
Pseudoxenodon baramensis,Serpentes,Pseudoxenodontidae,1921,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudoxenodon inornatus,Serpentes,Pseudoxenodontidae,1827,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudoxenodon karlschmidti,Serpentes,Pseudoxenodontidae,1928,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudoxenodon macrops,Serpentes,Pseudoxenodontidae,1855,,6,Carnivorous,Oviparous,Semi-Aquatic,0,1,0,0,0,0
Pseudoxenodon stejnegeri,Serpentes,Pseudoxenodontidae,1908,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudoxyrhopus ambreensis,Serpentes,Pseudoxyrhophiidae,1894,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudoxyrhopus analabe,Serpentes,Pseudoxyrhophiidae,1998,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudoxyrhopus ankafinaensis,Serpentes,Pseudoxyrhophiidae,1994,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudoxyrhopus heterurus,Serpentes,Pseudoxyrhophiidae,1863,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudoxyrhopus imerinae,Serpentes,Pseudoxyrhophiidae,1890,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudoxyrhopus kely,Serpentes,Pseudoxyrhophiidae,1994,,,Carnivorous,Oviparous,Fossorial,1,1,1,0,0,0
Pseudoxyrhopus microps,Serpentes,Pseudoxyrhophiidae,1881,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudoxyrhopus oblectator,Serpentes,Pseudoxyrhophiidae,1999,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudoxyrhopus quinquelineatus,Serpentes,Pseudoxyrhophiidae,1881,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Pseudoxyrhopus sokosoko,Serpentes,Pseudoxyrhophiidae,1994,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Pseudoxyrhopus tritaeniatus,Serpentes,Pseudoxyrhophiidae,1894,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Psomophis genimaculatus,Serpentes,Colubridae (Dipsadinae),1885,302,,*Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Psomophis joberti,Serpentes,Colubridae (Dipsadinae),1884,301,,Carnivorous,Oviparous,Fossorial&Terrestrial,0,0,1,0,0,0
Psomophis obtusus,Serpentes,Colubridae (Dipsadinae),1863,300,7.5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ptyas carinata,Serpentes,Colubridae,1858,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Ptyas dhumnades,Serpentes,Colubridae,1842,,10.6,Carnivorous,Oviparous,Terrestrial,0,1,0,0,0,0
Ptyas dipsas,Serpentes,Colubridae,1837,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Ptyas doriae,Serpentes,Colubridae,1888,925,,*Carnivorous,Oviparous,Arboreal&Terrestrial,,0,1,0,0,0
Ptyas fusca,Serpentes,Colubridae,1858,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Ptyas herminae,Serpentes,Colubridae,1895,,,*Carnivorous,,Arboreal&Terrestrial,,1,1,0,1,0
Ptyas korros,Serpentes,Colubridae,1837,,9.5,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,0,0,0,0
Ptyas luzonensis,Serpentes,Colubridae,1873,,,*Carnivorous,Oviparous,,0,1,1,0,0,1
Ptyas major,Serpentes,Colubridae,1858,1314,8.5,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Ptyas mucosa,Serpentes,Colubridae,1758,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Ptyas multicincta,Serpentes,Colubridae,1907,1251,,Carnivorous,Oviparous,Arboreal&Terrestrial,,0,1,0,0,0
Ptyas nigromarginata,Serpentes,Colubridae,1854,,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,1,1,0,0,0
Ptyas semicarinata,Serpentes,Colubridae,1861,,,*Carnivorous,,Arboreal&Terrestrial,,1,1,0,1,0
Ptychophis flavovirgatus,Serpentes,Colubridae (Dipsadinae),1915,495,7.2,*Carnivorous,Viviparous,Semi-Aquatic,0,0,0,0,0,0
Python anchietae,Serpentes,Pythonidae,1887,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Python bivittatus,Serpentes,Pythonidae,1820,3700,34.5,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Python breitensteini,Serpentes,Pythonidae,1881,1670,12.5,*Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Python brongersmai,Serpentes,Pythonidae,1938,1850,14.5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Python curtus,Serpentes,Pythonidae,1872,1500,11,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Python kyaiktiyo,Serpentes,Pythonidae,2011,1400,6,*Carnivorous,Oviparous,,1,0,0,0,0,1
Python molurus,Serpentes,Pythonidae,1758,,18,Carnivorous,Oviparous,Terrestrial,0,1,0,0,0,0
Python natalensis,Serpentes,Pythonidae,1840,5000,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,0,1,0,0,0
Python regius,Serpentes,Pythonidae,1802,,7,Carnivorous,Oviparous,Terrestrial,0,1,0,0,0,0
Python sebae,Serpentes,Pythonidae,1789,,,Carnivorous,Oviparous,Arboreal,0,1,1,0,0,0
Pythonodipsas carinata,Serpentes,Pseudaspididae,1868,770,,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Rabdion forsteni,Serpentes,Colubridae,1854,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Raclitia indica,Serpentes,Homalopsidae,1842,,,*Carnivorous,Viviparous,Aquatic,1,1,1,0,0,0
Regina grahamii,Serpentes,Colubridae (Natricinae),1853,,14.9,Carnivorous,Viviparous,Aquatic,0,1,0,0,0,0
Regina septemvittata,Serpentes,Colubridae (Natricinae),1825,,11,Carnivorous,Viviparous,Semi-Aquatic,0,1,0,0,0,0
Rhabdophis adleri,Serpentes,Colubridae (Natricinae),1997,,,Carnivorous,Oviparous,Semi-Aquatic,0,1,1,0,0,0
Rhabdophis akraios,Serpentes,Colubridae (Natricinae),2013,,,*Carnivorous,,,1,1,1,0,1,1
Rhabdophis angeli,Serpentes,Colubridae (Natricinae),1934,,,*Carnivorous,Oviparous,Semi-Aquatic,1,1,1,0,0,0
Rhabdophis auriculatus,Serpentes,Colubridae (Natricinae),1858,,,Carnivorous,Oviparous,Semi-Aquatic,,1,1,0,0,0
Rhabdophis barbouri,Serpentes,Colubridae (Natricinae),1922,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Rhabdophis callichroma,Serpentes,Colubridae (Natricinae),1934,,,*Carnivorous,Oviparous,Semi-Aquatic,1,1,1,0,0,0
Rhabdophis callistus,Serpentes,Colubridae (Natricinae),1873,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Rhabdophis ceylonensis,Serpentes,Colubridae (Natricinae),1858,,7,*Carnivorous,Oviparous,Terrestrial,,1,0,0,0,0
Rhabdophis chrysargoides,Serpentes,Colubridae (Natricinae),1858,,,*Carnivorous,Oviparous,Semi-Aquatic,1,1,1,0,0,0
Rhabdophis chrysargos,Serpentes,Colubridae (Natricinae),1837,,6.5,Carnivorous,Oviparous,Semi-Aquatic,0,1,0,0,0,0
Rhabdophis conspicillatus,Serpentes,Colubridae (Natricinae),1872,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhabdophis flaviceps,Serpentes,Colubridae (Natricinae),1854,,,Carnivorous,Oviparous,Semi-Aquatic,,1,1,0,0,0
Rhabdophis formosanus,Serpentes,Colubridae (Natricinae),1931,854,,Carnivorous,,Semi-Aquatic,,0,1,0,1,0
Rhabdophis guangdongensis,Serpentes,Colubridae (Natricinae),2014,537,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Rhabdophis himalayanus,Serpentes,Colubridae (Natricinae),1864,,,Carnivorous,Oviparous,Semi-Aquatic,0,1,1,0,0,0
Rhabdophis leonardi,Serpentes,Colubridae (Natricinae),1923,655,,Carnivorous,Oviparous,Semi-Aquatic,0,0,1,0,0,0
Rhabdophis lineatus,Serpentes,Colubridae (Natricinae),1861,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Rhabdophis murudensis,Serpentes,Colubridae (Natricinae),1925,873,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Rhabdophis nigrocinctus,Serpentes,Colubridae (Natricinae),1856,,,Carnivorous,Oviparous,Semi-Aquatic,0,1,1,0,0,0
Rhabdophis nuchalis,Serpentes,Colubridae (Natricinae),1891,660,13.5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Rhabdophis plumbicolor,Serpentes,Colubridae (Natricinae),1839,556,,Carnivorous,Oviparous,Terrestrial,,0,1,0,0,0
Rhabdophis rhodomelas,Serpentes,Colubridae (Natricinae),1827,,25,Carnivorous,Oviparous,Semi-Aquatic,,1,0,0,0,0
Rhabdophis subminiatus,Serpentes,Colubridae (Natricinae),1837,745,,Carnivorous,Oviparous,Semi-Aquatic,0,0,1,0,0,0
